,Surface Water (Total number),Flowing Water (Total number),Stagnant Water (Total number),Sediment (Total number),,,,,,
Run_2299,0.111577039,59529.34169,35284.63726,4039.745209,,,,,,
Run_2300,0.111577039,59529.34164,31210.61362,821.7913765,,,,,,
Run_2301,0.11132276,59432.19958,36377.79067,1026.067098,,,,,,
Run_2302,0.11176251,59565.97915,34760.59237,733.2459669,,,,,,
Run_2303,0.061115899,39089.67058,51815.56802,42093.65427,,,,,,
Run_2304,0.111577039,59529.34164,31210.61362,821.7913765,,,,,,
Run_2305,0.111275646,59446.16966,40965.8693,4807.792818,,,,,,
Run_2306,0.112531189,59785.16883,18760.49616,6017.998895,,,,,,
Run_2307,0.111275646,59446.16966,40873.36781,4737.049921,,,,,,
Run_2308,0.111275646,59446.16966,40956.75347,4800.811642,,,,,,
Run_2309,0.111275646,59446.16966,40965.8693,4807.792818,,,,,,
Run_2310,11.58357693,59692.70759,1098.868157,2683.757791,,,,,,
Run_2311,0.111275646,59446.16966,40965.8693,4807.792818,,,,,,
Run_2312,0.111275646,59446.16966,40965.8693,4807.792818,,,,,,
Run_2313,11.58357693,59692.70756,1095.878543,2629.273685,,,,,,
Run_2314,3.031735468,59847.86613,718.6839527,4732.505109,,,,,,
Run_2315,3.031735468,59847.86613,716.093352,4642.502244,,,,,,
Run_2316,3.031735468,59847.86613,715.5643097,4624.123122,,,,,,
Run_2317,0.112531189,59785.16883,18742.27373,5884.282647,,,,,,
Run_2318,3.031735468,59847.86613,715.5643097,4624.123122,,,,,,
Run_2319,3.031735468,59847.86613,715.5643097,4624.123122,,,,,,
Run_2320,3.031735468,59847.86613,715.5643097,4624.123122,,,,,,
Run_2321,0.001028967,3195.050066,368569.8327,2043070.763,,,,,,
Run_2322,0.000821052,3127.414131,62278.29592,700503.6146,,,,,,
Run_2323,0.001028966,3195.049943,368567.0431,2043052.165,,,,,,
Run_2324,0.001028966,3195.049716,368558.8064,2043004.962,,,,,,
Run_2325,0.001028967,3195.050066,368569.8327,2043070.763,,,,,,
Run_2326,0.001145336,3230.44747,448348.5538,2035228.543,,,,,,
Run_2327,0.001028967,3195.050066,368569.8327,2043070.763,,,,,,
Run_2328,0.000884866,3179.766763,10185881.13,40630989.69,,,,,,
Run_2329,0.000910234,3181.723332,12314339.6,40417488.23,,,,,,
Run_2330,0.000865246,3178.078497,1097035.799,5818865.321,,,,,,
Run_2331,0.000865249,3178.079404,1097103.45,5819030.879,,,,,,
Run_2332,0.000865244,3178.077681,1096756.051,5818206.508,,,,,,
Run_2333,0.000836365,3175.843675,823822.934,5824491.779,,,,,,
Run_2334,0.000865244,3178.077681,1096756.051,5818206.508,,,,,,
Run_2335,0.000941959,3167.665083,81977.27938,699704.6918,,,,,,
Run_2336,0.000865244,3178.077681,1096756.051,5818206.508,,,,,,
Run_2337,0.085136342,48985.1278,91562.80607,421863.0989,,,,,,
Run_2338,0.071859905,43620.86025,79609.98329,373495.152,,,,,,
Run_2339,0.085136342,48985.12784,92989.00276,435557.7842,,,,,,
Run_2340,0.085136342,48985.12774,88795.3233,395457.9006,,,,,,
Run_2341,0.085136342,48985.1278,91562.80607,421863.0989,,,,,,
Run_2342,0.073066693,44095.68448,86790.84728,590753.5039,,,,,,
Run_2343,0.080257886,46973.06465,110643.8374,508721.9757,,,,,,
Run_2344,0.085136342,48985.1278,91562.80607,421863.0989,,,,,,
Run_2345,0.066547635,41365.26853,107402.4069,716008.3167,,,,,,
Run_2346,0.049186539,33924.97925,76673.17112,540524.9804,,,,,,
Run_2347,0.04918654,33924.97938,80820.19523,579188.0295,,,,,,
Run_2348,0.04918654,33924.97938,80618.16957,577242.3408,,,,,,
Run_2349,0.06544266,40942.05402,92629.62997,447552.6545,,,,,,
Run_2350,0.05674458,37224.14567,71112.32248,507091.593,,,,,,
Run_2351,0.04918654,33924.97938,80618.16957,577242.3408,,,,,,
Run_2352,0.04918654,33924.97938,80618.16957,577242.3408,,,,,,
Run_2353,128401.0077,4115.587148,296.522863,35365.79331,,,,,,
Run_2354,127859.5772,4823.839446,500.1982006,75860.47993,,,,,,
Run_2355,128401.0077,4115.587148,295.0823515,35005.02342,,,,,,
Run_2356,128401.0076,4115.587148,298.6953443,35908.1871,,,,,,
Run_2357,128401.0077,4115.587148,296.522863,35365.79331,,,,,,
Run_2358,0.000814821,3140.882014,2205427.933,8295873.803,,,,,,
Run_2359,102625.8553,3835.547634,182.0082395,22327.8037,,,,,,
Run_2360,832626.4302,5030.090273,1860.435508,224963.7651,,,,,,
Run_2361,0.001295373,3459.424616,35089086.41,197008449,,,,,,
Run_2362,0.001374013,3480.575597,886785956.2,4049653167,,,,,,
Run_2363,0.001371398,3479.780249,886785228.9,4049649810,,,,,,
Run_2364,0.001373524,3480.42969,886785875.2,4049652800,,,,,,
Run_2365,467039.4018,4384.407562,1436.745652,186528.8103,,,,,,
Run_2366,0.002140196,3787.225872,3882777589,13042471535,,,,,,
Run_2367,0.000737305,3110.210838,9239455.055,39927096.68,,,,,,
Run_2368,0.001373524,3480.42969,886785875.2,4049652800,,,,,,
Run_2369,54404.02131,8890.281037,397.6591976,3988.459331,,,,,,
Run_2370,56236.51638,7243.072686,426.2316623,4234.945385,,,,,,
Run_2371,54404.02131,8890.281037,408.0314638,4386.667861,,,,,,
Run_2372,54404.02131,8890.281037,394.4497041,3865.750058,,,,,,
Run_2373,54404.02131,8890.281037,397.6591976,3988.459331,,,,,,
Run_2374,0.001835761,4708.756403,145595.8586,1042119.262,,,,,,
Run_2375,57434.41192,7680.609131,440.4027006,5855.951607,,,,,,
Run_2376,103727.8704,3456.868507,276.4373696,2784.89847,,,,,,
Run_2377,0.000920704,3184.888598,6039857.878,14999652.34,,,,,,
Run_2378,0.000861775,3156.274288,3167657.564,8544511.172,,,,,,
Run_2379,0.000861808,3156.285787,3170420.593,8549718.5,,,,,,
Run_2380,0.000861806,3156.28504,3170419.523,8549716.316,,,,,,
Run_2381,129904.9154,3646.961448,534.3410453,7627.378905,,,,,,
Run_2382,0.000737768,3110.568518,1156534.518,4740849.453,,,,,,
Run_2383,0.00136504,3549.68081,188373.3317,912418.0372,,,,,,
Run_2384,0.000861806,3156.28504,3170419.523,8549716.316,,,,,,
Run_2385,0.002938674,4090.881439,8569831186,26742533299,,,,,,
Run_2386,0.002819534,4029.32927,5745979349,17318633772,,,,,,
Run_2387,0.002922537,4086.039821,8569827936,26742522894,,,,,,
Run_2388,0.002937802,4090.623798,8569831046,26742533133,,,,,,
Run_2389,0.002938674,4090.881439,8569831186,26742533299,,,,,,
Run_2390,0.002833943,4062.629751,7309700840,26968738042,,,,,,
Run_2391,0.001327478,3475.027349,758606790.4,3994114830,,,,,,
Run_2392,0.088710625,50189.42478,138883.626,471612.0459,,,,,,
Run_2393,0.081929187,47694.62039,93268.83432,541103.946,,,,,,
Run_2394,0.078865748,46463.54016,90768.24973,529405.4361,,,,,,
Run_2395,0.078865748,46463.54014,90498.30552,526430.8318,,,,,,
Run_2396,0.078865748,46463.54016,90462.47389,526036.2105,,,,,,
Run_2397,0.092005477,51703.446,94543.80629,334114.2253,,,,,,
Run_2398,0.069680601,42569.86555,131316.5335,695341.3956,,,,,,
Run_2399,0.001305896,3467.384681,421833348.1,2661265694,,,,,,
Run_2400,0.078865748,46463.54016,90462.47389,526036.2105,,,,,,
Run_2401,0.11216914,59656.78145,37052.65031,10265.2592,,,,,,
Run_2402,0.112022205,59613.57944,39835.63327,10327.79511,,,,,,
Run_2403,0.11216914,59656.78143,36587.56187,9007.422005,,,,,,
Run_2404,0.11216914,59656.78145,37080.35426,10343.99675,,,,,,
Run_2405,0.11216914,59656.78145,37052.65031,10265.2592,,,,,,
Run_2406,0.112368382,59732.70923,26642.04108,7696.291247,,,,,,
Run_2407,0.112299145,59682.72777,41258.26984,8588.674425,,,,,,
Run_2408,0.002622714,3962.321571,2775795892,9954058880,,,,,,
Run_2409,0.001303161,3463.733157,295196216.6,1564216287,,,,,,
Run_2410,0.001300276,3462.227908,167206596.7,915561909.1,,,,,,
Run_2411,0.001296645,3460.78989,161696538.7,891722346.8,,,,,,
Run_2412,0.001298173,3461.508278,167113448.1,915059409.3,,,,,,
Run_2413,0.00128973,3460.896015,136359588.8,917395569.4,,,,,,
Run_2414,0.002614367,3936.392209,1870789481,5573487173,,,,,,
Run_2415,0.112393042,59729.32128,31273.19442,5943.326667,,,,,,
Run_2416,0.001298173,3461.508278,167113448.1,915059409.3,,,,,,
Run_2417,0.000827457,3141.834075,1220127.165,3838090.157,,,,,,
Run_2418,0.000819427,3141.205353,325915.9242,1480460.971,,,,,,
Run_2419,0.000827457,3141.833898,1220127.068,3838089.916,,,,,,
Run_2420,0.000827457,3141.833782,1220126.981,3838089.739,,,,,,
Run_2421,0.000827457,3141.834075,1220127.165,3838090.157,,,,,,
Run_2422,129593.8635,3603.303621,566.379243,14435.03085,,,,,,
Run_2423,0.000949523,3184.558732,2297650.216,5465472.71,,,,,,
Run_2424,0.001171002,3226.995727,118430.1721,623795.4381,,,,,,
Run_2425,62384.50048,4681.14564,436.3749994,12854.14984,,,,,,
Run_2426,63825.26452,3707.407195,348.6739453,10227.03289,,,,,,
Run_2427,63825.26452,3707.407195,348.8971029,10249.27287,,,,,,
Run_2428,63825.26452,3707.407195,347.9170641,10151.60737,,,,,,
Run_2429,0.001265586,3266.023122,71166.93591,390176.4518,,,,,,
Run_2430,62095.76867,3662.241647,373.4971415,9335.31365,,,,,,
Run_2431,152258.7715,3605.977024,577.5943393,16754.13666,,,,,,
Run_2432,63825.26452,3707.407195,347.9170641,10151.60737,,,,,,
Run_2433,0.000718899,3085.230943,17382.94732,432572.6237,,,,,,
Run_2434,0.000800312,3113.598306,41698.49183,705509.6494,,,,,,
Run_2435,0.000718899,3085.231221,24499.33547,484404.4376,,,,,,
Run_2436,0.000718899,3085.231036,22576.78802,473573.4265,,,,,,
Run_2437,0.000718899,3085.230943,17382.94732,432572.6237,,,,,,
Run_2438,0.002801557,5737.426536,58098.14853,385790.378,,,,,,
Run_2439,0.000744643,3100.021285,23382.34111,458546.2552,,,,,,
Run_2440,0.001784413,3699.472937,2334969.823,48635898.55,,,,,,
Run_2441,0.003237134,3940.728922,101932737.7,163079624,,,,,,
Run_2442,0.003780025,3977.706867,363382485.3,529094669,,,,,,
Run_2443,0.003793915,3984.118069,470170619,641558739.5,,,,,,
Run_2444,0.003794331,3984.241704,470170687.5,641558820.2,,,,,,
Run_2445,0.00237395,3905.2351,111887705.7,682110550,,,,,,
Run_2446,0.002695821,3755.084494,205969165.3,341072645.7,,,,,,
Run_2447,0.004623693,7539.215907,164992.8299,674061.6979,,,,,,
Run_2448,0.003794331,3984.241704,470170687.5,641558820.2,,,,,,
Run_2449,0.001306281,3463.822732,239458169.6,1185762087,,,,,,
Run_2450,0.001314946,3467.909673,428912880.7,2086392758,,,,,,
Run_2451,0.001306119,3463.774115,239458139.7,1185761972,,,,,,
Run_2452,0.001305341,3463.532858,239457775,1185760364,,,,,,
Run_2453,0.001306281,3463.822732,239458169.6,1185762087,,,,,,
Run_2454,0.001296213,3462.638879,188660248.2,1189452634,,,,,,
Run_2455,0.001959811,3723.609933,1069180575,3643914987,,,,,,
Run_2456,0.000949106,3147.732499,214726.0161,1645333.31,,,,,,
Run_2457,0.001026274,3184.55484,336288.8091,2010079.116,,,,,,
Run_2458,0.001055721,3193.281329,471243.0619,2576600.394,,,,,,
Run_2459,0.001055721,3193.281624,471246.6588,2576627.964,,,,,,
Run_2460,0.00105572,3193.281117,471240.1475,2576578.929,,,,,,
Run_2461,0.00115374,3221.800404,582627.2024,2564012.059,,,,,,
Run_2462,0.000904284,3134.642532,234059.5756,2064535.993,,,,,,
Run_2463,0.001945863,3730.972728,1566073903,6606094347,,,,,,
Run_2464,0.00105572,3193.281117,471240.1475,2576578.929,,,,,,
Run_2465,0.112400049,59194.3178,107777.4832,45908.53593,,,,,,
Run_2466,0.110967117,58706.96856,112828.7257,43381.05422,,,,,,
Run_2467,0.112400049,59194.31778,105661.3457,41779.51539,,,,,,
Run_2468,0.112400049,59194.31762,93618.17167,21019.42408,,,,,,
Run_2469,0.112400049,59194.3178,107777.4832,45908.53593,,,,,,
Run_2470,0.062034213,39373.96539,126747.2265,822277.2092,,,,,,
Run_2471,0.112400049,59194.3178,107777.4832,45908.53593,,,,,,
Run_2472,0.003526235,4194.59906,87594334.73,101064514.1,,,,,,
Run_2473,0.000900874,3180.823292,248925.5545,4604392.373,,,,,,
Run_2474,0.000872975,3178.679892,649444.0429,7267249.485,,,,,,
Run_2475,0.000873086,3178.766833,7071560.833,31471840.52,,,,,,
Run_2476,0.000872972,3178.675954,56662.17112,1742496.674,,,,,,
Run_2477,0.002503804,3835.960846,561012.0163,1722260.447,,,,,,
Run_2478,0.000872972,3178.675954,56662.17112,1742496.674,,,,,,
Run_2479,0.04559744,32247.5442,46283.97222,185925.7095,,,,,,
Run_2480,0.000872972,3178.675954,56662.17112,1742496.674,,,,,,
Run_2481,0.000689454,3090.490512,767642.032,6197800.713,,,,,,
Run_2482,0.000668157,3088.809537,17847.7133,532984.3781,,,,,,
Run_2483,0.000689455,3090.490441,767641.9902,6197800.447,,,,,,
Run_2484,0.000689455,3090.490417,767641.9747,6197800.352,,,,,,
Run_2485,0.000689454,3090.490512,767642.032,6197800.713,,,,,,
Run_2486,0.000697624,3091.124966,1010665.628,6186700.615,,,,,,
Run_2487,0.000689454,3090.490512,767642.032,6197800.713,,,,,,
Run_2488,0.11190061,59567.31505,49277.12559,8385.554236,,,,,,
Run_2489,0.11221381,59686.93187,33220.23994,5796.276799,,,,,,
Run_2490,0.110688,59233.0963,54755.15539,5080.823995,,,,,,
Run_2491,0.110688,59233.09631,54760.86357,5083.522529,,,,,,
Run_2492,0.110688,59233.09631,54732.63142,5070.176519,,,,,,
Run_2493,0.109672994,58843.71411,67091.32695,7735.015432,,,,,,
Run_2494,0.110688,59233.09631,54732.63142,5070.176519,,,,,,
Run_2495,0.000679571,3089.706359,25156.19597,532939.8282,,,,,,
Run_2496,0.110688,59233.09631,54732.63142,5070.176519,,,,,,
Run_2497,0.111649477,59518.10055,44522.34119,7612.044356,,,,,,
Run_2498,0.112320845,59710.97931,31638.41039,7739.272298,,,,,,
Run_2499,0.111649477,59518.10055,44478.79651,7556.8061,,,,,,
Run_2500,0.111649477,59518.10055,44449.64355,7519.923681,,,,,,
Run_2501,0.111649477,59518.10055,44522.34119,7612.044356,,,,,,
Run_2502,0.112062195,59675.70506,24872.39799,4976.220234,,,,,,
Run_2503,0.111583631,59504.93494,42315.57299,7961.110599,,,,,,
Run_2504,0.056599719,37208.39768,77820.26532,347655.7681,,,,,,
Run_2505,0.083161298,48079.12163,107000.0893,198249.5833,,,,,,
Run_2506,0.096983831,53415.49032,126647.6685,230317.2499,,,,,,
Run_2507,0.096983831,53415.49033,126882.5943,231219.1759,,,,,,
Run_2508,0.096983831,53415.4903,125909.8743,227486.3981,,,,,,
Run_2509,0.075610223,45010.46936,122950.508,481541.5965,,,,,,
Run_2510,0.098194301,54021.32078,108787.3283,202122.3149,,,,,,
Run_2511,0.112483603,59782.23494,15422.12228,5829.643012,,,,,,
Run_2512,0.096983831,53415.4903,125909.8743,227486.3981,,,,,,
Run_2513,49333.31158,15215.52067,326.186136,36279.31671,,,,,,
Run_2514,60650.98487,5589.719259,188.4690048,14980.863,,,,,,
Run_2515,49333.31158,15215.52067,325.5230117,36140.4825,,,,,,
Run_2516,49333.31158,15215.52067,328.2211822,36704.8568,,,,,,
Run_2517,49333.31158,15215.52067,326.186136,36279.31671,,,,,,
Run_2518,0.001117021,3221.90659,652055.2533,3005869.07,,,,,,
Run_2519,42149.2801,19813.83501,344.2243839,27429.89224,,,,,,
Run_2520,151494.5995,4254.833201,669.3155459,72237.49769,,,,,,
Run_2521,0.000694071,3090.902107,3735244.411,24034622.05,,,,,,
Run_2522,0.000674528,3089.314924,86566.4228,1582694.971,,,,,,
Run_2523,0.000674529,3089.314878,86566.37932,1582694.454,,,,,,
Run_2524,0.000674528,3089.31492,86566.41964,1582694.935,,,,,,
Run_2525,103177.8748,3320.132232,177.7204852,13660.99093,,,,,,
Run_2526,0.000828929,3175.254391,428240.8574,3569463.971,,,,,,
Run_2527,0.000712494,3074.833026,17551.19253,459303.7906,,,,,,
Run_2528,0.000674528,3089.31492,86566.41964,1582694.935,,,,,,
Run_2529,0.094701106,52552.41338,121612.2888,209977.062,,,,,,
Run_2530,0.090909303,51099.56904,116481.8908,202176.8279,,,,,,
Run_2531,0.094701106,52552.41342,123337.6033,216257.5228,,,,,,
Run_2532,0.094701106,52552.41339,121850.2301,210842.3184,,,,,,
Run_2533,0.094701106,52552.41338,121612.2888,209977.062,,,,,,
Run_2534,0.069129845,42381.71935,112491.5985,457042.1752,,,,,,
Run_2535,0.098525564,54271.96242,91936.40382,154054.1968,,,,,,
Run_2536,0.112374928,59757.35382,16967.68989,5549.486361,,,,,,
Run_2537,0.112249867,59682.61411,37690.38668,7047.920186,,,,,,
Run_2538,0.112066782,59629.46828,42023.83815,6869.125832,,,,,,
Run_2539,0.112066782,59629.46828,42159.7785,7103.025976,,,,,,
Run_2540,0.112066782,59629.46828,42162.9359,7108.517292,,,,,,
Run_2541,0.11239587,59755.11936,20171.48078,4652.205177,,,,,,
Run_2542,0.111904473,59597.22333,37944.57583,8305.601421,,,,,,
Run_2543,0.072318787,43815.52397,79680.89394,339782.0988,,,,,,
Run_2544,0.112066782,59629.46828,42162.9359,7108.517292,,,,,,
Run_2545,0.001250751,3458.307275,166892.28,5741297.983,,,,,,
Run_2546,0.001302728,3467.146159,512853901.6,3330421102,,,,,,
Run_2547,0.001250751,3458.307063,164800.0585,5718648.027,,,,,,
Run_2548,0.001250752,3458.30762,167401.8575,5746229.253,,,,,,
Run_2549,0.001250751,3458.307275,166892.28,5741297.983,,,,,,
Run_2550,466637.7077,3935.236928,645.7523813,26750.13294,,,,,,
Run_2551,0.001756199,3699.214037,610939.4282,13191138.83,,,,,,
Run_2552,0.000631458,3045.716964,6918.584618,225882.7057,,,,,,
Run_2553,61542.53531,3744.06267,171.3659334,7633.022261,,,,,,
Run_2554,43032.38214,20020.10172,328.9405725,34632.4093,,,,,,
Run_2555,43032.38214,20020.10172,311.1314501,31107.83558,,,,,,
Run_2556,43032.38214,20020.10172,325.546526,33968.49531,,,,,,
Run_2557,0.001042552,3189.360479,573136.7948,3182729.721,,,,,,
Run_2558,38392.33515,23376.54623,333.794746,28153.40874,,,,,,
Run_2559,834218.3069,5861.63866,3224.435233,324088.3698,,,,,,
Run_2560,43032.38214,20020.10172,325.546526,33968.49531,,,,,,
Run_2561,7785.071081,51924.5861,138.9179316,3116.640155,,,,,,
Run_2562,1590.757089,58297.22785,370.71187,8310.620251,,,,,,
Run_2563,7785.071081,51924.5861,139.2997411,3146.336171,,,,,,
Run_2564,7785.071081,51924.5861,139.4870033,3160.899857,,,,,,
Run_2565,7785.071081,51924.5861,138.9179316,3116.640155,,,,,,
Run_2566,0.023171341,21232.08745,34975.04696,204946.9927,,,,,,
Run_2567,7785.071081,51924.5861,138.9179316,3116.640155,,,,,,
Run_2568,7785.071081,51924.5861,138.9179316,3116.640155,,,,,,
Run_2569,0.023171341,21232.08745,35030.96458,205722.6532,,,,,,
Run_2570,0.080394312,47085.91253,90036.42789,464683.4394,,,,,,
Run_2571,0.080394312,47085.91253,89904.60236,463344.9131,,,,,,
Run_2572,0.080394312,47085.91254,90160.56825,465944.5208,,,,,,
Run_2573,1590.757089,58297.22785,373.1658355,8496.574222,,,,,,
Run_2574,0.080394312,47085.91254,90160.56825,465944.5208,,,,,,
Run_2575,0.080394312,47085.91254,90160.56825,465944.5208,,,,,,
Run_2576,0.080394312,47085.91254,90160.56825,465944.5208,,,,,,
Run_2577,0.000926284,3182.962771,11522976.03,33236941.99,,,,,,
Run_2578,0.000898326,3180.64391,2102893.984,8022370.796,,,,,,
Run_2579,0.000926248,3182.95135,11522965.74,33236916.46,,,,,,
Run_2580,0.000926258,3182.954555,11522970.16,33236927.26,,,,,,
Run_2581,0.000926284,3182.962771,11522976.03,33236941.99,,,,,,
Run_2582,0.003460723,4172.583724,33905100.97,29896746.15,,,,,,
Run_2583,0.000814434,3140.922911,5905488.628,21497629.48,,,,,,
Run_2584,0.002621603,3935.127419,1408155651,4138040144,,,,,,
Run_2585,0.004672011,3924.48922,1877229308,1883552727,,,,,,
Run_2586,0.00360293,3821.980996,266728516.7,293695127.4,,,,,,
Run_2587,0.003602655,3821.895354,266728370.3,293694991.6,,,,,,
Run_2588,0.00359964,3820.811689,266233934.9,293263998.4,,,,,,
Run_2589,0.001878677,3701.304479,65428147.01,311455242.4,,,,,,
Run_2590,0.005151396,4078.843335,586024859.6,548716724.3,,,,,,
Run_2591,0.002016633,3660.829583,4438492.919,5203126.94,,,,,,
Run_2592,0.00359964,3820.811689,266233934.9,293263998.4,,,,,,
Run_2593,0.112382923,59708.82085,37801.55518,6649.446875,,,,,,
Run_2594,0.109159509,58658.1151,65827.74899,6589.523116,,,,,,
Run_2595,0.112382923,59708.82086,38178.70267,7621.332246,,,,,,
Run_2596,0.112382923,59708.82085,38354.81658,8119.846144,,,,,,
Run_2597,0.112382923,59708.82085,37801.55518,6649.446875,,,,,,
Run_2598,0.112610032,59795.46209,21495.76485,4372.581041,,,,,,
Run_2599,0.112260073,59684.33908,34142.44592,7972.65783,,,,,,
Run_2600,0.112382923,59708.82085,37801.55518,6649.446875,,,,,,
Run_2601,0.112489576,59771.78012,20826.29767,6991.966999,,,,,,
Run_2602,0.110401031,59165.68955,47752.51086,4891.780328,,,,,,
Run_2603,0.110401031,59165.68953,47209.83406,4621.426084,,,,,,
Run_2604,0.110401031,59165.68954,47955.06058,4992.974284,,,,,,
Run_2605,0.108976644,58619.38524,58368.33351,8305.899696,,,,,,
Run_2606,0.110570263,59199.67431,54579.23683,4760.166386,,,,,,
Run_2607,0.110401031,59165.68954,47955.06058,4992.974284,,,,,,
Run_2608,0.110401031,59165.68954,47955.06058,4992.974284,,,,,,
Run_2609,0.001615798,3977.081164,144185.2369,746087.5812,,,,,,
Run_2610,0.002935141,5906.002784,248449.655,1195899.406,,,,,,
Run_2611,0.001615798,3977.081177,144185.634,746088.6447,,,,,,
Run_2612,0.001615798,3977.081183,144185.8323,746089.1751,,,,,,
Run_2613,0.001615798,3977.081164,144185.2369,746087.5812,,,,,,
Run_2614,0.000806872,3115.793078,64694.90284,823242.7429,,,,,,
Run_2615,0.001676074,4454.347345,89961.0749,688953.8174,,,,,,
Run_2616,0.001615798,3977.081164,144185.2369,746087.5812,,,,,,
Run_2617,0.000747523,3086.428918,35917.82679,728733.452,,,,,,
Run_2618,0.00081372,3107.372437,95672.15018,1276206.415,,,,,,
